Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV54564,0,229780,2250.0,0.0,9516,9600,313,382,340,69,155,342,549,554,217,174,73,4097350,360144,2130470,590780,59367.0,6.0,440.0,38.0,6.0,1.0
PRV54565,0,412130,40784.0,265.0,1560,1560,58,90,51,19,37,66,94,100,40,31,10,1360210,123616,226220,80130,9959.0,1.0,73.0,2.0,2.0,1.0
PRV54566,1,755660,42072.0,304.0,3684,3694,131,177,121,51,104,141,206,226,77,92,27,2208990,192228,567430,170360,22750.0,7.0,163.0,10.0,7.0,6.0
PRV54567,0,112690,6508.0,50.0,684,684,20,37,29,6,18,24,36,44,16,12,2,509750,44856,83000,18580,4358.0,0.0,30.0,2.0,0.0,1.0
PRV54568,0,53640,5340.0,26.0,672,666,18,35,13,8,18,25,38,42,16,14,7,496730,46992,70120,25420,4097.0,0.0,31.0,3.0,0.0,1.0
PRV54569,0,209350,12906.0,69.0,756,756,25,44,31,5,33,29,52,53,18,20,7,791410,55536,216940,55350,4606.0,0.0,25.0,0.0,1.0,1.0
PRV54571,0,50610,4272.0,29.0,204,204,11,11,11,3,4,9,13,12,3,2,1,226520,10680,54930,11870,1205.0,0.0,9.0,0.0,0.0,0.0
PRV54572,0,53110,270.0,0.0,1716,1744,59,67,60,10,32,58,109,112,57,33,10,1030240,60808,400220,109500,11142.0,2.0,86.0,5.0,0.0,0.0
PRV54573,0,5960,120.0,0.0,264,264,11,12,7,6,13,11,21,22,6,9,1,121320,13884,49200,24810,1646.0,0.0,16.0,0.0,1.0,0.0
PRV54574,0,7800,130.0,0.0,420,420,11,15,11,4,10,16,25,24,10,9,7,92080,9612,53810,19860,2469.0,0.0,30.0,2.0,0.0,0.0
PRV54575,0,504080,33608.0,269.0,3276,3259,107,166,103,31,82,123,175,227,58,71,43,2034330,143712,511070,158390,20692.0,1.0,160.0,12.0,2.0,2.0
PRV54576,0,113100,12816.0,102.0,192,192,8,10,11,4,11,10,11,15,8,3,1,379240,33108,19730,5520,1236.0,0.0,10.0,0.0,0.0,0.0
PRV54577,0,494010,45924.0,294.0,732,726,32,41,35,11,21,23,43,52,17,12,11,927180,88600,67370,23260,4683.0,0.0,34.0,2.0,0.0,0.0
PRV54578,0,24130,390.0,0.0,924,914,22,36,46,6,18,34,62,56,26,30,12,77620,23496,120860,36080,5828.0,1.0,56.0,0.0,5.0,0.0
PRV54579,0,1290,0.0,0.0,24,24,0,2,0,0,0,1,1,2,1,0,0,0,0,2260,960,98.0,0.0,1.0,0.0,0.0,0.0
PRV54580,0,7280,60.0,0.0,360,360,7,18,12,8,6,14,23,22,8,8,2,61010,7476,64520,25630,2220.0,0.0,19.0,0.0,3.0,0.0
PRV54581,0,2160,0.0,0.0,132,132,3,6,2,1,4,7,5,10,5,5,2,98800,3204,8200,4370,827.0,0.0,8.0,1.0,0.0,0.0
PRV54582,0,18960,300.0,0.0,828,852,29,41,36,5,15,27,36,60,11,28,15,287010,21360,121070,34590,5513.0,0.0,58.0,2.0,1.0,0.0
PRV54585,0,22620,320.0,0.0,900,900,20,43,28,14,22,31,61,56,19,28,1,113960,16020,216490,54840,5404.0,0.0,32.0,2.0,0.0,5.0
PRV54587,0,150,0.0,0.0,36,36,1,1,0,0,2,2,2,1,3,0,0,0,0,670,580,287.0,0.0,3.0,0.0,0.0,0.0
PRV54588,0,17220,120.0,0.0,756,756,21,31,20,7,16,37,51,53,14,25,8,277150,29368,84320,27680,4732.0,0.0,40.0,0.0,1.0,0.0
PRV54589,0,1700,0.0,0.0,132,132,5,5,5,0,0,4,9,10,4,9,4,0,0,14340,10340,749.0,0.0,7.0,0.0,0.0,0.0
PRV54590,0,28700,1248.0,3.0,792,792,17,27,24,13,23,23,46,51,14,29,2,686350,42720,92510,45250,5227.0,0.0,31.0,0.0,0.0,0.0
PRV54591,0,8280,80.0,0.0,540,540,25,35,10,1,25,19,34,36,12,18,14,24000,6408,67510,51950,3315.0,0.0,38.0,0.0,0.0,0.0
PRV54593,0,10960,30.0,0.0,420,420,14,12,7,3,8,6,20,19,8,14,4,11600,1068,67260,18210,2472.0,0.0,14.0,1.0,0.0,0.0
PRV54595,0,7620,0.0,0.0,132,132,3,6,6,4,6,5,10,9,1,4,0,134280,10680,46970,13440,832.0,0.0,7.0,0.0,0.0,0.0
PRV54596,0,16490,150.0,0.0,744,744,14,41,29,20,23,34,46,44,4,19,10,534000,35244,172350,61370,5013.0,0.0,36.0,9.0,1.0,0.0
PRV54597,0,5000,10.0,0.0,180,180,2,9,5,1,4,6,11,10,6,2,0,95140,6408,29790,7360,1090.0,0.0,4.0,0.0,0.0,0.0
PRV54598,0,1010,0.0,0.0,108,108,4,4,3,1,1,3,7,7,2,2,1,13000,2136,9210,2610,609.0,0.0,0.0,0.0,0.0,0.0
PRV54599,0,3820,60.0,0.0,204,204,4,6,6,2,2,1,9,13,5,3,1,24000,2136,28070,5730,1262.0,0.0,8.0,0.0,1.0,0.0
PRV54601,0,710,60.0,0.0,132,132,8,9,6,4,10,6,10,10,3,4,0,82000,10680,8230,9320,780.0,0.0,5.0,0.0,0.0,0.0
PRV54602,0,1710,30.0,0.0,168,168,6,11,5,3,5,7,10,14,4,3,3,169110,14952,22450,11480,1014.0,1.0,7.0,0.0,0.0,0.0
PRV54603,0,16180,280.0,0.0,684,684,22,32,28,3,19,20,42,39,24,23,7,119330,13884,111880,36360,4343.0,0.0,36.0,0.0,0.0,0.0
PRV54604,0,8240,70.0,0.0,396,456,7,27,7,11,14,9,27,30,2,20,0,11070,1068,56450,19490,2755.0,0.0,24.0,8.0,0.0,0.0
PRV54606,0,1510,0.0,0.0,96,96,2,6,4,1,3,3,4,6,3,1,0,99120,7476,12400,3880,544.0,0.0,4.0,0.0,0.0,0.0
PRV54608,0,10650,0.0,0.0,396,396,15,8,7,2,14,14,24,15,15,2,0,110320,12816,63640,20010,2493.0,0.0,21.0,2.0,6.0,0.0
PRV54609,0,17160,170.0,0.0,540,540,4,30,29,5,13,23,34,34,16,4,0,470160,21360,116380,34340,3070.0,0.0,18.0,0.0,0.0,0.0
PRV54610,0,14470,190.0,0.0,540,540,24,29,25,7,18,32,25,42,27,7,6,432270,42720,136500,34870,3497.0,0.0,28.0,0.0,0.0,0.0
PRV54611,0,4760,1168.0,3.0,72,71,2,3,1,0,0,2,0,3,2,0,0,4000,1068,2890,1180,420.0,0.0,2.0,1.0,0.0,0.0
PRV54612,0,1120,90.0,0.0,144,144,7,10,4,5,1,5,5,5,5,1,0,0,0,5780,3440,869.0,0.0,7.0,0.0,4.0,0.0
PRV54614,0,1440,40.0,0.0,180,180,4,10,10,4,0,3,12,12,7,4,0,274240,10680,11780,3730,917.0,0.0,8.0,1.0,0.0,0.0
PRV54615,0,310,0.0,0.0,60,60,0,1,0,0,4,0,5,4,0,4,0,0,0,14200,4040,406.0,0.0,1.0,0.0,0.0,0.0
PRV54616,0,23310,2136.0,10.0,60,60,2,3,3,1,1,2,4,5,1,0,0,87240,5340,10580,4960,393.0,0.0,4.0,0.0,0.0,0.0
PRV54618,0,10200,180.0,0.0,384,384,5,16,8,2,3,13,16,20,12,10,4,28000,5340,64390,21070,2238.0,0.0,11.0,5.0,0.0,0.0
PRV54619,0,9710,0.0,0.0,396,396,10,18,17,7,7,16,24,24,10,7,1,198110,10680,73290,20840,2646.0,0.0,22.0,0.0,0.0,0.0
PRV54620,0,74520,7476.0,34.0,156,156,5,10,7,3,6,8,12,10,3,3,4,174100,11748,39570,10070,947.0,0.0,9.0,0.0,0.0,0.0
PRV54621,0,900,0.0,0.0,12,12,0,1,0,0,0,1,1,1,0,1,0,0,0,1730,760,80.0,0.0,1.0,0.0,0.0,0.0
PRV54622,0,890,30.0,0.0,120,120,4,5,3,0,1,3,4,6,3,1,1,123000,10680,6770,3050,749.0,0.0,7.0,1.0,0.0,0.0
PRV54623,0,8030,300.0,0.0,516,516,16,33,8,6,20,27,33,31,21,3,1,326800,51264,49590,30610,3287.0,0.0,17.0,0.0,0.0,0.0
PRV54624,0,10180,0.0,0.0,120,120,2,10,4,0,2,4,8,5,1,3,0,17220,3204,104350,24040,683.0,0.0,3.0,0.0,0.0,0.0
PRV54625,0,7290,0.0,0.0,192,192,0,3,3,0,3,4,8,12,3,1,0,10800,3204,25200,7640,1199.0,0.0,10.0,3.0,1.0,0.0
PRV54627,0,5530,0.0,0.0,276,276,10,14,12,3,8,16,13,22,3,14,0,45000,3204,35180,17340,2090.0,0.0,9.0,1.0,0.0,0.0
PRV54628,0,1540,0.0,0.0,48,48,1,2,1,1,2,3,2,2,2,1,0,47580,5340,5350,1690,303.0,0.0,3.0,0.0,0.0,0.0
PRV54629,0,580,0.0,0.0,36,36,1,1,0,1,3,1,2,1,1,0,0,8000,2136,3230,520,239.0,0.0,1.0,0.0,0.0,0.0
PRV54630,0,25680,100.0,0.0,1020,1020,24,53,36,8,49,42,61,73,20,34,19,484100,42720,158320,32410,6635.0,0.0,55.0,0.0,0.0,0.0
PRV54633,0,1430,30.0,0.0,144,144,8,5,8,0,0,2,5,8,1,2,0,228000,17088,11640,5530,800.0,0.0,11.0,0.0,0.0,0.0
PRV54634,0,6110,190.0,0.0,384,384,11,23,17,6,7,16,23,24,6,10,8,108240,7476,69300,25460,2332.0,0.0,22.0,0.0,1.0,0.0
PRV54635,0,6590,240.0,0.0,396,396,11,19,20,1,12,25,30,28,8,19,1,76400,7476,49190,15370,2538.0,4.0,20.0,0.0,0.0,0.0
PRV54636,0,26500,80.0,0.0,912,904,26,44,24,12,25,39,50,56,22,18,7,452480,41384,163540,56160,5750.0,0.0,38.0,1.0,1.0,1.0
PRV54637,0,226000,12816.0,108.0,156,156,8,10,7,2,8,9,11,11,5,3,6,381910,23496,10760,3230,889.0,0.0,7.0,0.0,0.0,0.0
PRV54638,0,82000,6408.0,27.0,72,72,5,4,4,0,2,3,6,6,1,1,2,151320,19816,7460,2800,488.0,0.0,4.0,0.0,0.0,0.0
PRV54639,0,110000,12816.0,65.0,156,156,7,9,8,3,3,8,12,13,3,2,7,259140,30136,18850,8230,1030.0,0.0,8.0,0.0,0.0,0.0
PRV54640,0,74260,7516.0,56.0,228,228,7,11,10,3,11,7,14,12,7,7,2,193700,17088,38720,11030,1323.0,1.0,11.0,1.0,2.0,1.0
PRV54642,0,14110,240.0,0.0,588,588,20,30,18,8,12,16,36,39,12,11,4,180400,19224,153030,37720,3703.0,1.0,25.0,4.0,3.0,3.0
PRV54643,0,8380,0.0,0.0,216,210,6,6,8,3,8,6,15,16,4,5,4,31200,4272,24200,7040,1289.0,1.0,9.0,2.0,4.0,3.0
PRV54644,1,212370,23516.0,101.0,816,804,27,48,35,8,26,32,46,53,22,15,11,480910,53400,216660,48830,4970.0,1.0,40.0,9.0,6.0,1.0
PRV54645,0,1010,60.0,0.0,24,24,2,2,1,0,2,0,2,2,0,0,1,12400,3204,14390,4620,171.0,0.0,2.0,1.0,1.0,0.0
PRV54646,0,11180,0.0,0.0,276,276,8,16,6,7,11,11,18,18,7,11,7,75000,9476,91080,27370,1480.0,0.0,4.0,2.0,3.0,0.0
PRV54649,1,315080,22718.0,182.0,888,898,36,50,34,11,26,36,57,61,25,30,7,699890,77192,155120,43000,5790.0,1.0,41.0,5.0,8.0,3.0
PRV54651,1,291760,21470.0,145.0,1092,1092,44,60,42,20,37,42,72,66,33,32,16,873250,80832,160200,51190,6582.0,0.0,51.0,5.0,15.0,5.0
PRV54652,0,12020,80.0,0.0,456,456,15,24,14,5,14,12,25,30,11,13,4,115550,33496,68720,20660,2831.0,1.0,24.0,2.0,1.0,1.0
PRV54653,0,377740,42720.0,250.0,840,840,36,48,36,11,31,36,51,55,28,30,11,1046580,105664,186770,55420,5262.0,0.0,38.0,0.0,4.0,0.0
PRV54656,0,11380,30.0,0.0,420,420,11,16,11,3,7,13,24,21,15,9,2,59160,10512,46090,19080,2563.0,0.0,21.0,1.0,5.0,3.0
PRV54657,0,292220,18156.0,83.0,552,552,22,28,21,13,16,24,36,37,17,16,7,512600,41652,75750,24710,3431.0,0.0,24.0,5.0,8.0,1.0
PRV54658,0,192580,26800.0,135.0,1008,1020,35,61,51,19,27,47,68,70,23,27,11,807010,88708,196580,45830,6253.0,0.0,52.0,7.0,6.0,4.0
PRV54660,0,5110,30.0,0.0,276,276,8,13,9,1,4,8,15,16,4,5,0,138000,7476,52760,16670,1688.0,0.0,17.0,3.0,3.0,5.0
PRV54661,0,88200,3204.0,20.0,228,228,7,13,9,5,3,10,13,13,9,6,2,234220,19524,75120,19360,1403.0,0.0,10.0,3.0,0.0,0.0
PRV54662,0,25590,3314.0,16.0,540,540,26,28,22,2,10,19,33,34,16,14,4,160230,25564,78510,22520,3307.0,0.0,29.0,1.0,5.0,0.0
PRV54664,0,1200,100.0,0.0,24,24,0,1,0,0,0,2,1,1,1,1,0,0,0,3950,680,144.0,0.0,1.0,0.0,0.0,0.0
PRV54666,0,11310,1158.0,11.0,60,60,2,4,3,0,1,2,4,4,3,2,0,10000,1068,3730,1960,365.0,0.0,1.0,0.0,0.0,0.0
PRV54667,0,136690,8744.0,77.0,1956,1992,53,112,66,37,41,61,121,127,76,46,37,732820,89760,596330,194060,11503.0,0.0,60.0,13.0,16.0,0.0
PRV54668,0,96050,1598.0,1.0,3659,3653,127,173,127,43,96,122,202,224,89,77,36,1183900,143480,911520,239440,22512.0,4.0,178.0,30.0,22.0,9.0
PRV54670,0,39370,240.0,0.0,1908,1908,71,96,60,31,67,73,115,120,50,38,18,923130,88376,332040,102990,11837.0,1.0,102.0,14.0,8.0,2.0
PRV54671,0,920,0.0,0.0,36,36,3,0,0,0,0,0,0,0,0,0,0,0,0,5910,1050,225.0,0.0,3.0,0.0,0.0,0.0
PRV54672,0,4200,0.0,0.0,120,120,1,9,4,2,3,6,8,8,2,2,1,13000,2068,34700,13110,603.0,0.0,3.0,0.0,2.0,0.0
PRV54673,0,6000,0.0,14.0,12,12,0,1,1,0,0,1,1,1,1,0,1,8000,1068,1270,850,67.0,0.0,1.0,0.0,1.0,0.0
PRV54674,0,27000,3204.0,33.0,36,36,1,2,2,1,2,2,2,3,0,1,0,33460,4272,2320,2090,260.0,0.0,2.0,0.0,0.0,0.0
PRV54675,1,422000,39516.0,224.0,444,444,18,32,26,6,20,23,30,32,21,15,11,583800,73944,65220,13180,2704.0,0.0,14.0,2.0,0.0,0.0
PRV54676,1,375200,40584.0,245.0,480,480,26,29,31,6,19,23,31,32,17,11,8,747760,75560,159220,40470,2978.0,0.0,16.0,1.0,2.0,0.0
PRV54677,0,16270,110.0,0.0,324,324,7,23,16,0,6,16,20,20,13,5,0,216540,23496,208380,39650,1997.0,1.0,15.0,2.0,1.0,0.0
PRV54678,0,6850,70.0,0.0,180,180,11,8,1,1,1,4,9,9,3,2,0,0,0,27550,6640,1051.0,0.0,11.0,2.0,0.0,3.0
PRV54679,0,7000,1068.0,6.0,12,12,0,0,1,0,0,0,1,0,0,0,0,7200,1068,640,10,72.0,0.0,1.0,0.0,0.0,0.0
PRV54680,1,257000,19224.0,149.0,216,216,7,12,11,2,9,10,15,16,10,7,8,406510,32040,32170,8400,1267.0,0.0,9.0,6.0,1.0,0.0
PRV54681,0,63790,590.0,0.0,3604,3581,118,176,110,39,88,136,206,226,96,89,31,1379460,175088,577470,162970,22579.0,4.0,176.0,15.0,4.0,9.0
PRV54682,0,57690,5740.0,23.0,1140,1148,47,55,46,15,35,42,66,69,32,34,9,593980,56468,186050,57990,6779.0,0.0,60.0,1.0,1.0,4.0
PRV54683,0,123850,1080.0,0.0,5520,5529,179,259,175,88,143,195,315,335,133,138,57,1998430,237380,984700,281810,34425.0,4.0,245.0,28.0,5.0,12.0
PRV54684,0,43360,240.0,0.0,1596,1573,53,83,52,20,36,57,91,98,36,43,7,494250,60876,436430,135130,9907.0,1.0,83.0,11.0,0.0,4.0
PRV54685,0,40150,260.0,0.0,1728,1728,55,86,64,26,36,67,109,114,42,48,11,616720,61944,417200,110520,11121.0,1.0,84.0,10.0,5.0,6.0
PRV54686,0,145620,15382.0,72.0,1848,1860,72,92,59,31,50,66,115,113,53,42,10,799520,105596,330820,99380,11237.0,1.0,90.0,15.0,1.0,3.0
PRV54687,0,9390,70.0,0.0,216,214,8,7,3,4,3,12,11,14,7,6,2,68000,3204,69380,18370,1340.0,0.0,6.0,0.0,1.0,0.0
PRV54688,1,401660,14968.0,55.0,12348,12342,442,547,333,127,289,401,701,760,299,308,106,3702380,447724,2129710,588520,74673.0,5.0,571.0,18.0,8.0,1.0
PRV54689,0,2070,0.0,0.0,240,240,8,16,6,2,4,10,12,18,5,8,3,50380,3204,28630,12030,1554.0,0.0,11.0,1.0,0.0,1.0
PRV54690,0,224960,1760.0,0.0,9955,9951,319,451,346,139,228,350,565,626,282,284,77,2685030,278840,1749920,481640,61126.0,2.0,475.0,9.0,2.0,2.0
PRV54691,0,98310,7048.0,53.0,792,792,29,38,30,15,26,32,43,51,23,21,7,300530,59408,146460,45820,4872.0,0.0,36.0,4.0,0.0,3.0
PRV54692,1,375880,51264.0,280.0,864,864,33,48,34,12,34,26,45,60,33,28,7,873670,108324,151450,39970,5703.0,1.0,41.0,2.0,2.0,0.0
PRV54693,0,39930,2136.0,15.0,624,624,27,33,25,8,16,20,41,41,17,18,5,307120,25632,185130,56550,3822.0,0.0,31.0,5.0,1.0,0.0
PRV54694,0,90760,430.0,0.0,3960,3900,118,148,71,57,75,115,210,216,136,107,21,805300,162848,728780,221280,23959.0,5.0,189.0,5.0,1.0,0.0
PRV54695,0,15750,260.0,0.0,636,636,21,28,23,13,13,23,33,39,23,14,7,222410,19224,183340,44570,4108.0,0.0,27.0,5.0,0.0,3.0
PRV54696,0,139150,6798.0,47.0,852,846,25,41,20,6,12,32,50,47,11,14,3,452420,38448,114190,32630,5112.0,1.0,33.0,3.0,2.0,2.0
PRV54697,0,10880,1068.0,6.0,96,94,0,3,4,2,3,3,6,6,0,1,0,52510,5340,14440,3880,613.0,0.0,4.0,1.0,2.0,0.0
PRV54699,0,360,100.0,0.0,48,48,2,3,1,1,1,3,4,3,3,2,0,15000,1068,5750,1890,310.0,0.0,4.0,0.0,0.0,0.0
PRV54701,0,1310,0.0,0.0,72,72,0,1,2,1,1,2,4,3,2,0,0,20640,2136,8820,4890,493.0,0.0,4.0,1.0,0.0,0.0
PRV54703,0,660,0.0,0.0,120,120,2,6,4,1,3,4,6,10,3,3,0,21000,3204,12420,4390,839.0,0.0,6.0,0.0,0.0,0.0
PRV54704,0,44710,170.0,0.0,1932,1920,69,87,61,27,39,54,116,134,50,49,23,331270,49924,316850,84840,12036.0,0.0,97.0,8.0,2.0,0.0
PRV54705,0,219740,20672.0,137.0,3060,3039,102,140,101,54,58,106,150,189,78,63,34,1165840,132160,443020,111510,19219.0,0.0,137.0,4.0,0.0,0.0
PRV54707,0,1280,0.0,0.0,108,108,4,6,4,2,2,3,6,7,2,1,4,122100,3204,20840,4270,587.0,0.0,6.0,0.0,0.0,0.0
PRV54708,0,2680,0.0,0.0,96,84,5,7,2,0,1,4,7,6,4,1,1,7000,2136,16250,3830,602.0,0.0,6.0,0.0,0.0,0.0
PRV54710,0,860,0.0,0.0,24,24,1,2,1,1,1,1,1,2,0,1,1,20000,3204,10360,3110,124.0,0.0,1.0,0.0,0.0,0.0
PRV54711,0,40,0.0,0.0,24,24,1,1,1,0,0,1,2,2,2,1,0,0,1068,3370,590,163.0,0.0,2.0,0.0,0.0,0.0
PRV54712,0,7460,0.0,0.0,168,168,5,6,2,2,2,6,8,11,4,5,0,28480,4272,31360,7600,970.0,0.0,12.0,0.0,0.0,0.0
PRV54713,0,1770,200.0,0.0,204,192,10,12,4,3,5,6,9,13,5,5,2,74980,5340,56270,17180,1199.0,0.0,12.0,0.0,0.0,0.0
PRV54714,0,2480,0.0,0.0,120,120,4,4,1,2,1,3,4,7,4,1,3,0,0,15410,2940,789.0,0.0,5.0,0.0,0.0,0.0
PRV54715,0,6890,100.0,0.0,228,228,8,13,9,3,6,13,15,14,2,7,1,114900,11748,52310,12870,1478.0,0.0,13.0,0.0,0.0,0.0
PRV54716,0,39240,680.0,0.0,1668,1690,63,80,64,36,61,80,84,103,51,56,22,858460,107868,290780,104340,10579.0,1.0,102.0,0.0,0.0,0.0
PRV54717,0,2400,0.0,0.0,34,35,2,3,1,1,1,1,1,2,1,0,0,0,0,5030,2470,179.0,0.0,1.0,0.0,0.0,0.0
PRV54718,1,302000,30972.0,207.0,348,348,20,22,17,6,12,18,22,21,14,11,5,513350,48060,85260,27340,2195.0,0.0,16.0,1.0,0.0,0.0
PRV54720,0,127000,8544.0,44.0,108,108,3,5,3,1,2,2,7,7,3,3,1,185450,20156,5220,2510,694.0,0.0,3.0,0.0,0.0,0.0
PRV54723,0,24350,170.0,0.0,1080,1080,47,62,37,12,32,42,62,65,29,27,11,289400,33408,229460,62620,6746.0,0.0,53.0,15.0,1.0,6.0
PRV54724,0,495650,50266.0,333.0,840,846,30,46,39,8,31,24,52,59,24,28,8,817330,95712,110280,29840,5576.0,0.0,46.0,12.0,1.0,1.0
PRV54725,0,34700,150.0,0.0,1392,1386,51,63,44,20,34,56,79,98,30,43,18,710050,64080,283460,79800,8988.0,0.0,70.0,6.0,4.0,5.0
PRV54726,0,33290,2286.0,14.0,408,408,11,20,15,5,11,16,25,29,12,9,4,160080,14952,51660,15980,2531.0,0.0,19.0,3.0,0.0,2.0
PRV54727,0,24270,370.0,0.0,708,703,25,33,22,10,16,31,38,41,12,18,2,212000,35632,124140,33370,4623.0,0.0,34.0,4.0,2.0,1.0
PRV54728,0,13690,2136.0,14.0,132,132,4,10,7,2,6,4,9,9,4,4,1,204880,13884,45690,12150,846.0,0.0,5.0,0.0,0.0,0.0
PRV54730,0,9450,0.0,0.0,480,469,17,21,11,10,12,16,27,30,15,21,5,305320,39900,91670,27310,2905.0,0.0,27.0,4.0,3.0,2.0
PRV54734,0,42870,390.0,0.0,1656,1644,51,80,59,25,40,57,90,102,51,52,20,734520,65080,324640,96320,10234.0,1.0,81.0,15.0,5.0,4.0
PRV54735,0,59710,5600.0,39.0,456,456,15,22,16,4,20,17,26,33,9,15,3,310430,30904,114400,27700,2900.0,0.0,20.0,1.0,1.0,2.0
PRV54737,0,169510,13884.0,86.0,420,408,14,18,19,5,12,14,25,27,15,12,2,304170,22428,72000,23730,2722.0,0.0,22.0,5.0,4.0,2.0
PRV54739,1,632650,45126.0,345.0,2228,2217,76,117,93,27,80,82,146,151,46,53,21,1758580,183452,593070,160750,13924.0,0.0,116.0,16.0,4.0,2.0
PRV54741,0,47650,960.0,0.0,2124,2116,72,101,78,24,40,76,123,134,58,57,19,701860,76424,401140,113200,13185.0,1.0,105.0,18.0,11.0,6.0
PRV54742,1,2969530,245058.0,1524.0,22656,22601,740,1135,792,261,572,799,1381,1480,587,570,223,10921060,1283788,4453110,1216060,142237.0,4.0,1026.0,241.0,20.0,69.0
PRV54743,1,87470,6538.0,71.0,960,960,26,51,40,17,32,44,63,61,23,23,9,373250,49128,187380,57670,5820.0,0.0,44.0,10.0,5.0,1.0
PRV54745,0,295740,13090.0,64.0,9888,9779,327,493,338,113,278,363,599,631,230,244,100,4275120,420688,1759600,518750,62602.0,3.0,461.0,92.0,14.0,12.0
PRV54747,0,5420,160.0,0.0,252,252,8,13,10,3,6,11,16,16,6,10,1,88830,11748,81440,17160,1555.0,0.0,12.0,2.0,1.0,0.0
PRV54748,0,32110,290.0,0.0,1008,1019,36,56,39,13,35,34,64,66,32,31,9,572790,68944,256260,66640,6522.0,0.0,44.0,10.0,1.0,1.0
PRV54753,0,7780,0.0,0.0,192,192,5,12,7,1,3,9,10,12,8,8,2,27060,4272,38440,11710,1215.0,0.0,11.0,1.0,0.0,0.0
PRV54756,0,17390,3254.0,10.0,228,228,7,12,8,2,10,9,16,15,5,4,2,120600,13884,78590,21830,1342.0,0.0,13.0,3.0,1.0,1.0
PRV54757,0,117290,13904.0,93.0,780,780,20,36,25,14,28,24,43,53,24,19,6,336870,42720,114180,28280,5081.0,2.0,46.0,4.0,3.0,2.0
PRV54758,0,25690,420.0,0.0,1140,1140,35,59,33,16,28,35,55,78,32,28,5,421940,52648,198540,67150,7132.0,0.0,58.0,7.0,1.0,5.0
PRV54759,0,45140,5380.0,26.0,528,522,19,24,23,12,16,19,35,33,20,14,4,271940,39544,93050,28060,3185.0,0.0,27.0,6.0,1.0,1.0
PRV54760,0,195090,25632.0,147.0,372,372,22,19,16,5,13,19,22,28,13,9,7,358430,45656,63430,19910,2438.0,0.0,18.0,5.0,0.0,0.0
PRV54761,0,216040,2290.0,0.0,9828,9824,354,483,346,95,266,343,561,604,255,229,96,3226740,322660,1817860,561020,61299.0,5.0,486.0,109.0,23.0,24.0
PRV54763,0,11770,0.0,0.0,408,408,11,19,17,9,7,15,21,29,8,9,5,108080,9612,68030,24510,2510.0,0.0,18.0,4.0,1.0,1.0
PRV54764,0,162080,14064.0,78.0,612,612,27,36,29,6,21,21,41,41,20,18,7,383260,33972,101680,30310,3815.0,0.0,30.0,3.0,0.0,1.0
PRV54765,1,2000500,205136.0,1171.0,2868,2856,110,167,133,54,98,117,191,198,72,96,38,3666830,365848,425510,137750,17866.0,1.0,123.0,32.0,3.0,4.0
PRV54767,0,62080,8624.0,41.0,756,733,28,41,25,13,23,22,48,50,23,21,5,291570,46992,127550,38460,4739.0,0.0,36.0,6.0,1.0,1.0
PRV54768,0,79420,6478.0,36.0,384,384,11,20,14,6,12,17,22,25,13,13,6,245120,22428,82310,22480,2255.0,0.0,17.0,5.0,3.0,0.0
PRV54771,1,171560,12906.0,71.0,1008,1008,24,50,42,15,24,36,61,64,23,24,13,589300,48060,160440,48820,6317.0,0.0,56.0,9.0,7.0,3.0
PRV54772,1,1751320,120824.0,767.0,25308,25299,898,1213,899,335,657,879,1547,1671,601,693,244,11198100,1148068,5996360,1696310,158803.0,9.0,1211.0,234.0,81.0,47.0
PRV54773,0,160210,9822.0,96.0,408,401,20,22,16,2,12,14,23,25,13,15,10,346630,35040,61880,21470,2548.0,1.0,21.0,4.0,2.0,0.0
PRV54774,0,203170,6650.0,32.0,5844,5799,188,267,191,89,124,204,337,346,145,138,47,1829900,254512,938430,296690,36087.0,1.0,301.0,75.0,10.0,10.0
PRV54776,0,37450,5340.0,13.0,432,444,17,23,16,5,11,19,26,25,9,14,4,244450,25496,102960,28460,2760.0,0.0,26.0,4.0,0.0,2.0
PRV54778,1,998160,72234.0,400.0,19992,20010,616,960,680,279,524,628,1219,1304,552,559,155,7305950,817300,4488740,1292520,126839.0,7.0,991.0,154.0,73.0,46.0
PRV54779,0,120680,9612.0,59.0,372,372,12,16,14,6,10,9,25,23,11,13,6,472770,61904,104630,29440,2239.0,0.0,19.0,2.0,0.0,2.0
PRV54780,0,4950,50.0,0.0,252,252,8,15,10,0,7,8,12,16,7,7,2,25310,7340,32710,11780,1658.0,1.0,12.0,2.0,1.0,1.0
PRV54781,1,776560,75070.0,545.0,2460,2448,76,123,92,43,79,85,156,164,77,62,18,1877270,205832,449220,126750,15466.0,1.0,111.0,28.0,5.0,3.0
